3795
1 2.10461e+03 1.96835e+03
2 1.40110e+03 1.96835e+03
3 2.95591e+02 1.96835e+03
4 1.23557e+03 1.95654e+03
5 1.34790e+03 1.96244e+03
6 1.40110e+03 1.94473e+03
7 1.21193e+03 1.94473e+03
8 1.21193e+03 1.93292e+03
9 1.35381e+03 1.93292e+03
10 1.30060e+03 1.92701e+03
11 1.17645e+03 1.92111e+03
12 1.21193e+03 1.92111e+03
13 1.37746e+03 1.92111e+03
14 1.33016e+03 1.90930e+03
15 1.30651e+03 1.90930e+03
16 1.23557e+03 1.90930e+03
17 1.15281e+03 1.90930e+03
18 1.15281e+03 1.89748e+03
19 1.23557e+03 1.89748e+03
20 1.30651e+03 1.89748e+03
21 1.37746e+03 1.88568e+03
22 1.30651e+03 1.88568e+03
23 1.12916e+03 1.88568e+03
24 1.12916e+03 1.87386e+03
25 1.37746e+03 1.87386e+03
26 1.66714e+03 1.74986e+03
27 6.73948e+02 1.74986e+03
28 7.38978e+02 1.74395e+03
29 1.73217e+03 1.74395e+03
30 1.85040e+03 1.72033e+03
31 8.57215e+02 1.72033e+03
32 3.66533e+02 1.49004e+03
33 7.74450e+02 1.51956e+03
34 1.24740e+03 1.51956e+03
35 1.76764e+03 1.51956e+03
36 2.06914e+03 1.47823e+03
37 1.37154e+03 1.41918e+03
38 1.11733e+03 1.24793e+03
39 1.23557e+03 1.24793e+03
40 1.23557e+03 1.27155e+03
41 1.77946e+03 1.38965e+03
42 1.79128e+03 1.41327e+03
43 1.85040e+03 1.41327e+03
44 1.37746e+03 1.22431e+03
45 1.23557e+03 1.22431e+03
46 3.31062e+02 1.14755e+03
47 1.75581e+03 1.15345e+03
48 1.74399e+03 1.14164e+03
49 1.22966e+03 1.00583e+03
50 1.21784e+03 9.94014e+02
51 1.14098e+03 7.99148e+02
52 1.20010e+03 7.99148e+02
53 1.22375e+03 7.99148e+02
54 1.24740e+03 7.99148e+02
55 1.34198e+03 7.99148e+02
56 1.37746e+03 7.99148e+02
57 1.17054e+03 7.93243e+02
58 1.20010e+03 7.87338e+02
59 1.22375e+03 7.87338e+02
60 1.33016e+03 7.87338e+02
61 1.34790e+03 7.81433e+02
62 1.18237e+03 7.81433e+02
63 1.17645e+03 7.75528e+02
